customer_id,region,acquisition_channel,application_date,verification_status,activation_status,activated_date,age_band,product_type,monthly_transactions,monthly_spend,fraud_flag,fraud_amount,complaint_flag,login_days_30,retention_risk
CUST00547,Northeast,Mobile App,2025-12-28,Verified,Activated,2026-01-04,26-35,Credit Card,22,2379.71,0,0.0,0,8,High
CUST00548,Northeast,Branch Referral,2025-12-22,Verified,Activated,2025-12-26,60+,Savings Account,25,886.28,0,0.0,1,22,Low
CUST00549,Midwest,Branch Referral,2025-06-11,Verified,Not Activated,,26-35,Credit Card,3,10.18,0,0.0,0,6,High
CUST00550,South,Mobile App,2025-11-21,Verified,Activated,2025-11-27,46-60,Savings Account,19,3291.09,0,0.0,0,24,High
CUST00551,Northeast,Mobile App,2025-03-30,Verified,Activated,2025-04-04,60+,Savings Account,0,509.67,0,0.0,0,19,High
CUST00552,Midwest,Mobile App,2025-10-08,Verified,Activated,2025-10-09,36-45,Savings Account,8,1308.74,0,0.0,0,27,Low
CUST00553,Northeast,Branch Referral,2025-01-26,Verified,Activated,2025-02-04,26-35,Checking Account,2,484.87,0,0.0,0,26,High
CUST00554,West,Mobile App,2025-09-13,Verified,Not Activated,,26-35,Checking Account,0,109.54,0,0.0,0,6,High
CUST00555,West,Branch Referral,2025-07-03,Verified,Activated,2025-07-06,36-45,Checking Account,18,2273.49,0,0.0,0,8,High
CUST00556,South,Paid Media,2025-12-17,Verified,Activated,2025-12-18,26-35,Savings Account,29,4332.86,0,0.0,0,24,Low
CUST00557,West,Partner Network,2025-09-10,Verified,Activated,2025-09-11,26-35,Savings Account,11,185.38,0,0.0,0,16,Medium
CUST00558,Northeast,Paid Media,2025-02-28,Verified,Activated,2025-03-05,18-25,Savings Account,7,2596.54,0,0.0,0,23,Low
CUST00559,West,Mobile App,2025-02-15,Verified,Activated,2025-02-16,46-60,Savings Account,12,161.42,0,0.0,0,19,Low
CUST00560,South,Branch Referral,2025-08-01,Verified,Not Activated,,46-60,Savings Account,1,30.51,0,0.0,0,2,Medium
CUST00561,West,Mobile App,2025-08-26,Verified,Activated,2025-08-27,36-45,Savings Account,8,4591.54,0,0.0,0,8,High
CUST00562,South,Website,2025-08-18,Dropped,Not Activated,,36-45,Checking Account,2,106.06,0,0.0,0,2,High
CUST00563,Northeast,Paid Media,2025-02-19,Verified,Not Activated,,26-35,Credit Card,0,80.17,0,0.0,0,2,High
CUST00564,Midwest,Paid Media,2025-01-16,Verified,Not Activated,,26-35,Savings Account,0,148.45,0,0.0,0,2,High
CUST00565,West,Branch Referral,2025-05-09,Verified,Not Activated,,26-35,Checking Account,3,114.06,0,0.0,0,6,Medium
CUST00566,South,Mobile App,2025-07-01,Verified,Activated,2025-07-09,60+,Checking Account,26,917.31,0,0.0,0,18,Low
CUST00567,West,Website,2025-02-25,Verified,Not Activated,,36-45,Checking Account,0,210.14,0,0.0,0,6,Medium
CUST00568,Midwest,Mobile App,2025-05-24,Verified,Activated,2025-05-26,26-35,Checking Account,22,2931.93,0,0.0,0,24,Medium
CUST00569,Northeast,Partner Network,2025-11-08,Verified,Activated,2025-11-11,36-45,Savings Account,17,1874.4,0,0.0,1,29,Low
CUST00570,South,Website,2025-02-04,Verified,Activated,2025-02-05,36-45,Checking Account,23,4558.89,0,0.0,0,15,Medium
CUST00571,Midwest,Mobile App,2025-10-19,Dropped,Not Activated,,36-45,Savings Account,2,160.72,0,0.0,0,2,High
CUST00572,Midwest,Branch Referral,2025-04-08,Verified,Activated,2025-04-12,60+,Checking Account,24,2784.91,0,0.0,0,16,Low
CUST00573,South,Mobile App,2025-01-25,Verified,Activated,2025-01-29,36-45,Checking Account,21,4246.68,0,0.0,0,24,Medium
CUST00574,South,Branch Referral,2025-08-30,Verified,Activated,2025-09-05,26-35,Credit Card,14,3353.57,0,0.0,0,16,Medium
CUST00575,South,Partner Network,2025-04-11,Verified,Activated,2025-04-19,46-60,Checking Account,2,618.52,0,0.0,0,15,Medium
CUST00576,Northeast,Partner Network,2025-08-02,Verified,Activated,2025-08-04,60+,Checking Account,23,2835.81,1,3028.22,0,20,Medium
CUST00577,South,Mobile App,2025-10-01,Verified,Activated,2025-10-06,26-35,Credit Card,7,4918.56,0,0.0,0,21,High
CUST00578,Midwest,Branch Referral,2025-02-04,Verified,Activated,2025-02-12,26-35,Savings Account,11,4978.43,0,0.0,0,28,Low
CUST00579,Midwest,Mobile App,2025-05-01,Verified,Activated,2025-05-03,26-35,Savings Account,24,517.59,0,0.0,0,27,Low
CUST00580,Northeast,Branch Referral,2025-04-14,Verified,Activated,2025-04-20,36-45,Checking Account,3,1209.53,0,0.0,1,15,Medium
CUST00581,Northeast,Mobile App,2025-09-22,Verified,Not Activated,,26-35,Checking Account,2,239.26,0,0.0,0,6,High
CUST00582,South,Website,2025-08-11,Verified,Activated,2025-08-20,26-35,Savings Account,27,167.85,0,0.0,0,17,Low
CUST00583,South,Website,2025-05-12,Verified,Not Activated,,46-60,Checking Account,3,92.58,0,0.0,0,7,High
CUST00584,South,Paid Media,2025-06-03,Verified,Activated,2025-06-11,36-45,Savings Account,18,3975.91,0,0.0,0,24,Low
CUST00585,Northeast,Partner Network,2025-03-23,Verified,Not Activated,,60+,Savings Account,0,143.48,0,0.0,0,0,High
CUST00586,South,Mobile App,2025-09-15,Verified,Activated,2025-09-18,36-45,Savings Account,17,1974.88,0,0.0,0,28,Medium
CUST00587,West,Branch Referral,2025-09-18,Verified,Not Activated,,18-25,Credit Card,0,72.05,0,0.0,0,3,High
CUST00588,Northeast,Branch Referral,2025-04-17,Verified,Activated,2025-04-21,18-25,Checking Account,25,3028.43,0,0.0,0,11,Low
CUST00589,West,Branch Referral,2025-09-14,Verified,Not Activated,,46-60,Savings Account,0,176.29,0,0.0,0,4,High
CUST00590,Midwest,Branch Referral,2025-04-11,Verified,Activated,2025-04-21,18-25,Checking Account,3,1362.5,0,0.0,0,25,High
CUST00591,South,Website,2025-10-18,Verified,Not Activated,,46-60,Credit Card,2,132.14,0,0.0,0,4,High
CUST00592,Northeast,Website,2025-02-13,Verified,Activated,2025-02-14,60+,Savings Account,22,4841.0,0,0.0,1,13,Low
CUST00593,West,Partner Network,2025-01-13,Verified,Activated,2025-01-19,36-45,Savings Account,8,1330.2,0,0.0,0,21,Low
CUST00594,Northeast,Mobile App,2025-08-08,Verified,Activated,2025-08-11,36-45,Savings Account,7,4640.28,0,0.0,0,27,Low
CUST00595,West,Partner Network,2025-06-16,Verified,Activated,2025-06-19,26-35,Checking Account,29,1183.98,0,0.0,0,29,Low
CUST00596,West,Mobile App,2025-01-28,Verified,Activated,2025-02-01,26-35,Checking Account,2,402.96,0,0.0,0,14,High
CUST00597,Midwest,Paid Media,2025-07-10,Verified,Activated,2025-07-20,26-35,Checking Account,7,2362.88,0,0.0,0,25,Low
CUST00598,West,Paid Media,2025-04-14,Verified,Not Activated,,26-35,Credit Card,3,186.42,0,0.0,0,7,High
CUST00599,South,Paid Media,2025-04-30,Verified,Activated,2025-05-03,36-45,Credit Card,10,1251.15,1,1254.17,0,26,Low
CUST00600,Northeast,Mobile App,2025-07-28,Verified,Activated,2025-08-07,36-45,Checking Account,28,2963.52,0,0.0,0,25,Medium
CUST00601,Midwest,Branch Referral,2025-10-22,Verified,Activated,2025-10-25,36-45,Savings Account,28,4355.36,0,0.0,0,27,Low
CUST00602,West,Website,2025-04-26,Verified,Activated,2025-04-27,36-45,Checking Account,9,3416.19,0,0.0,0,13,Low
CUST00603,Midwest,Paid Media,2025-09-17,Dropped,Not Activated,,18-25,Credit Card,0,190.95,0,0.0,0,2,High
CUST00604,West,Branch Referral,2025-01-30,Verified,Not Activated,,46-60,Credit Card,2,48.27,0,0.0,0,2,High
CUST00605,South,Partner Network,2025-06-13,Verified,Activated,2025-06-18,36-45,Checking Account,0,2568.38,0,0.0,0,12,Medium
CUST00606,Northeast,Mobile App,2025-08-26,Verified,Activated,2025-09-04,60+,Credit Card,13,3480.71,0,0.0,1,8,Medium
CUST00607,Midwest,Mobile App,2025-05-28,Verified,Activated,2025-05-29,36-45,Checking Account,14,4000.28,0,0.0,0,16,Medium
CUST00608,South,Website,2025-11-19,Dropped,Not Activated,,18-25,Savings Account,3,135.94,0,0.0,0,3,High
CUST00609,South,Branch Referral,2025-07-30,Verified,Activated,2025-08-05,46-60,Checking Account,26,1448.3,0,0.0,0,23,Low
CUST00610,Northeast,Branch Referral,2025-02-27,Verified,Activated,2025-03-05,18-25,Savings Account,23,1584.68,0,0.0,0,29,Low
CUST00611,South,Website,2025-10-07,Verified,Activated,2025-10-14,36-45,Checking Account,3,3547.58,0,0.0,0,14,High
CUST00612,Northeast,Paid Media,2025-02-21,Verified,Not Activated,,36-45,Checking Account,3,152.72,0,0.0,0,2,High
CUST00613,South,Mobile App,2025-06-13,Verified,Activated,2025-06-21,46-60,Credit Card,16,367.49,0,0.0,0,16,Low
CUST00614,West,Partner Network,2025-11-30,Verified,Not Activated,,26-35,Savings Account,0,164.19,0,0.0,0,3,High
CUST00615,Northeast,Mobile App,2025-01-19,Verified,Activated,2025-01-20,46-60,Credit Card,9,1017.43,0,0.0,0,20,Medium
CUST00616,South,Partner Network,2025-10-18,Dropped,Not Activated,,18-25,Checking Account,0,114.08,0,0.0,0,7,High
CUST00617,Midwest,Mobile App,2025-06-24,Verified,Activated,2025-06-30,18-25,Credit Card,8,2072.28,0,0.0,0,20,Medium
CUST00618,West,Website,2025-03-04,Verified,Activated,2025-03-14,18-25,Savings Account,27,3680.47,0,0.0,0,16,Low
CUST00619,Midwest,Mobile App,2025-06-06,Verified,Activated,2025-06-16,26-35,Credit Card,27,3247.67,0,0.0,0,22,Low
CUST00620,Midwest,Paid Media,2025-11-26,Verified,Activated,2025-12-04,26-35,Savings Account,14,1395.15,0,0.0,1,21,High
CUST00621,South,Website,2025-02-27,Verified,Activated,2025-03-03,36-45,Checking Account,19,2447.42,0,0.0,0,15,Low
CUST00622,Northeast,Mobile App,2025-10-28,Dropped,Not Activated,,46-60,Credit Card,0,134.06,0,0.0,0,6,Medium
CUST00623,West,Website,2025-01-23,Verified,Not Activated,,26-35,Checking Account,0,15.68,0,0.0,0,3,Medium
CUST00624,Northeast,Mobile App,2025-07-20,Verified,Activated,2025-07-29,18-25,Savings Account,25,4501.36,0,0.0,0,21,Medium
CUST00625,South,Mobile App,2025-12-31,Verified,Activated,2026-01-01,36-45,Savings Account,28,2920.47,0,0.0,0,25,Medium
CUST00626,Northeast,Branch Referral,2025-10-07,Verified,Not Activated,,46-60,Checking Account,2,24.13,0,0.0,0,3,Medium
CUST00627,South,Mobile App,2025-09-13,Verified,Not Activated,,18-25,Credit Card,1,208.13,0,0.0,0,5,Low
CUST00628,Midwest,Mobile App,2025-02-18,Dropped,Not Activated,,26-35,Checking Account,2,178.49,0,0.0,0,6,High
CUST00629,Midwest,Website,2025-10-04,Verified,Activated,2025-10-11,26-35,Checking Account,3,4783.51,0,0.0,0,21,High
CUST00630,South,Website,2025-11-07,Dropped,Not Activated,,18-25,Checking Account,0,0.87,0,0.0,0,7,High
CUST00631,Northeast,Paid Media,2025-10-13,Verified,Activated,2025-10-14,26-35,Checking Account,14,1445.46,0,0.0,0,19,High
CUST00632,South,Paid Media,2025-07-03,Verified,Activated,2025-07-08,46-60,Savings Account,4,206.1,0,0.0,0,13,Low
CUST00633,West,Paid Media,2025-10-06,Verified,Activated,2025-10-07,36-45,Savings Account,15,3688.74,0,0.0,0,29,Medium
CUST00634,West,Paid Media,2025-07-14,Verified,Activated,2025-07-18,36-45,Checking Account,1,3521.65,0,0.0,0,9,Medium
CUST00635,Midwest,Mobile App,2025-11-14,Verified,Activated,2025-11-17,26-35,Savings Account,5,1228.04,0,0.0,0,23,Low
CUST00636,Northeast,Mobile App,2025-05-20,Verified,Not Activated,,18-25,Checking Account,2,205.66,0,0.0,0,4,High
CUST00637,South,Partner Network,2025-08-26,Verified,Activated,2025-08-30,26-35,Checking Account,8,135.14,0,0.0,0,10,Low
CUST00638,South,Partner Network,2025-08-19,Verified,Not Activated,,26-35,Savings Account,0,228.51,0,0.0,0,0,Medium
CUST00639,West,Mobile App,2025-06-10,Dropped,Not Activated,,46-60,Checking Account,0,18.91,0,0.0,1,7,High
CUST00640,Northeast,Mobile App,2025-07-15,Verified,Activated,2025-07-25,26-35,Checking Account,27,2816.85,0,0.0,0,25,High
CUST00641,Midwest,Website,2025-09-28,Verified,Activated,2025-10-05,46-60,Credit Card,28,1566.46,0,0.0,0,27,Low
CUST00642,West,Website,2025-01-14,Dropped,Not Activated,,46-60,Checking Account,3,16.3,0,0.0,0,3,High
CUST00643,South,Website,2025-10-08,Verified,Activated,2025-10-10,46-60,Checking Account,21,4238.32,0,0.0,0,18,Low
CUST00644,Midwest,Mobile App,2025-02-08,Verified,Not Activated,,46-60,Credit Card,1,175.49,0,0.0,0,4,Medium
CUST00645,Midwest,Partner Network,2025-09-16,Verified,Not Activated,,26-35,Checking Account,0,81.79,0,0.0,0,0,Low
CUST00646,Midwest,Website,2025-04-03,Verified,Activated,2025-04-13,46-60,Checking Account,1,1149.85,0,0.0,0,29,Low
CUST00647,South,Website,2025-10-11,Dropped,Not Activated,,36-45,Credit Card,2,192.9,0,0.0,0,3,High
CUST00648,Northeast,Partner Network,2025-07-14,Verified,Activated,2025-07-24,26-35,Checking Account,16,4566.29,0,0.0,0,29,Medium
CUST00649,West,Mobile App,2025-07-25,Verified,Activated,2025-07-30,36-45,Credit Card,12,255.41,0,0.0,0,16,Low
CUST00650,South,Website,2025-05-24,Verified,Activated,2025-05-27,18-25,Credit Card,1,2807.47,0,0.0,0,19,Medium
CUST00651,Midwest,Website,2025-03-13,Verified,Activated,2025-03-15,26-35,Checking Account,7,1441.07,0,0.0,0,13,Medium
CUST00652,Midwest,Mobile App,2025-10-02,Verified,Not Activated,,18-25,Credit Card,3,98.29,0,0.0,0,7,Medium
CUST00653,South,Website,2025-08-08,Verified,Activated,2025-08-14,26-35,Savings Account,22,2257.74,0,0.0,0,19,Low
CUST00654,West,Partner Network,2025-07-05,Verified,Activated,2025-07-06,36-45,Credit Card,8,4078.05,0,0.0,0,12,Medium
CUST00655,Midwest,Partner Network,2025-11-26,Verified,Activated,2025-12-05,18-25,Savings Account,10,4716.13,0,0.0,0,18,Low
CUST00656,South,Website,2025-08-20,Verified,Activated,2025-08-28,36-45,Credit Card,2,4767.85,0,0.0,0,17,High
CUST00657,Northeast,Paid Media,2025-03-15,Verified,Activated,2025-03-18,26-35,Credit Card,11,4829.16,0,0.0,0,22,Low
CUST00658,South,Website,2025-07-17,Verified,Not Activated,,26-35,Savings Account,0,219.0,0,0.0,0,1,Medium
CUST00659,Midwest,Website,2025-08-23,Verified,Activated,2025-09-01,36-45,Savings Account,8,249.99,0,0.0,0,28,Medium
CUST00660,South,Website,2025-08-09,Dropped,Not Activated,,36-45,Checking Account,1,162.05,0,0.0,0,3,High
CUST00661,Northeast,Paid Media,2025-04-03,Verified,Not Activated,,46-60,Savings Account,1,22.53,0,0.0,0,5,Medium
CUST00662,South,Paid Media,2025-04-04,Verified,Activated,2025-04-07,46-60,Savings Account,13,624.65,0,0.0,0,21,Low
CUST00663,South,Website,2025-06-15,Verified,Activated,2025-06-18,36-45,Credit Card,23,1064.67,0,0.0,0,25,Medium
CUST00664,Northeast,Mobile App,2025-10-02,Verified,Activated,2025-10-09,46-60,Checking Account,27,2984.96,0,0.0,1,12,Low
CUST00665,Northeast,Website,2025-12-31,Verified,Not Activated,,36-45,Savings Account,1,237.1,0,0.0,1,0,High
CUST00666,Northeast,Website,2025-05-01,Verified,Activated,2025-05-02,26-35,Savings Account,16,4562.8,0,0.0,0,27,Medium
CUST00667,South,Mobile App,2025-05-20,Verified,Activated,2025-05-28,26-35,Credit Card,28,3347.17,0,0.0,0,16,Medium
CUST00668,South,Website,2025-08-14,Verified,Not Activated,,18-25,Credit Card,3,245.1,0,0.0,0,7,High
CUST00669,South,Website,2025-04-24,Verified,Activated,2025-04-29,36-45,Credit Card,8,2257.85,1,2455.7,0,12,Low
CUST00670,Northeast,Branch Referral,2025-10-13,Verified,Activated,2025-10-14,26-35,Savings Account,2,921.69,0,0.0,0,21,Medium
CUST00671,Northeast,Partner Network,2025-07-05,Dropped,Not Activated,,26-35,Checking Account,2,153.49,0,0.0,0,4,High
CUST00672,Midwest,Mobile App,2025-11-02,Verified,Activated,2025-11-05,60+,Savings Account,20,3579.75,0,0.0,0,22,Medium
CUST00673,Northeast,Mobile App,2025-07-06,Verified,Activated,2025-07-09,18-25,Checking Account,23,4507.7,0,0.0,0,17,Low
CUST00674,Midwest,Paid Media,2025-11-26,Verified,Activated,2025-12-05,60+,Credit Card,28,4740.99,0,0.0,0,12,High
CUST00675,Northeast,Paid Media,2025-07-24,Verified,Activated,2025-07-26,26-35,Savings Account,6,4765.15,0,0.0,0,28,Low
CUST00676,South,Paid Media,2025-04-12,Dropped,Not Activated,,46-60,Checking Account,1,179.93,0,0.0,0,7,Low
CUST00677,South,Paid Media,2025-08-02,Verified,Activated,2025-08-05,36-45,Savings Account,8,2124.58,0,0.0,0,28,Low
CUST00678,West,Branch Referral,2025-11-24,Verified,Activated,2025-12-02,26-35,Checking Account,13,4343.87,0,0.0,0,8,Low
CUST00679,Northeast,Website,2025-03-20,Dropped,Not Activated,,26-35,Credit Card,3,178.81,0,0.0,0,3,Medium
CUST00680,South,Partner Network,2025-09-10,Verified,Activated,2025-09-14,60+,Checking Account,9,3577.17,0,0.0,0,11,Low
CUST00681,South,Partner Network,2025-03-27,Verified,Activated,2025-03-30,18-25,Savings Account,29,2179.09,0,0.0,0,16,High
CUST00682,Midwest,Mobile App,2025-06-13,Dropped,Not Activated,,60+,Savings Account,2,19.23,0,0.0,0,4,High
CUST00683,Northeast,Website,2025-11-22,Verified,Activated,2025-12-02,26-35,Savings Account,26,318.56,0,0.0,0,29,Low
CUST00684,West,Mobile App,2025-05-08,Verified,Activated,2025-05-13,46-60,Savings Account,14,1373.8,0,0.0,0,8,Medium
CUST00685,Northeast,Partner Network,2025-07-23,Dropped,Not Activated,,18-25,Checking Account,1,83.34,0,0.0,0,2,High
CUST00686,South,Mobile App,2025-05-18,Verified,Activated,2025-05-21,26-35,Credit Card,18,2256.59,0,0.0,0,8,High
CUST00687,Northeast,Website,2025-10-20,Verified,Activated,2025-10-22,18-25,Checking Account,8,1370.53,0,0.0,0,24,Low
CUST00688,Northeast,Mobile App,2025-08-09,Verified,Activated,2025-08-16,18-25,Credit Card,17,4439.69,0,0.0,0,13,Low
CUST00689,Northeast,Website,2025-11-15,Verified,Activated,2025-11-25,36-45,Checking Account,11,3392.91,0,0.0,0,27,Low
CUST00690,West,Branch Referral,2025-03-15,Verified,Not Activated,,36-45,Checking Account,2,142.92,0,0.0,0,5,Medium
CUST00691,South,Mobile App,2025-12-17,Verified,Activated,2025-12-25,60+,Checking Account,14,4028.21,0,0.0,0,21,Low
CUST00692,West,Website,2025-08-18,Verified,Activated,2025-08-28,26-35,Checking Account,9,4906.43,0,0.0,0,8,Medium
CUST00693,Midwest,Website,2025-12-29,Verified,Not Activated,,60+,Checking Account,1,166.95,0,0.0,0,0,High
CUST00694,South,Website,2025-01-23,Verified,Activated,2025-01-25,26-35,Credit Card,27,1413.04,0,0.0,0,11,High
CUST00695,South,Mobile App,2025-03-01,Verified,Not Activated,,60+,Savings Account,0,231.35,0,0.0,0,0,Medium
CUST00696,West,Partner Network,2025-11-21,Verified,Activated,2025-11-22,60+,Checking Account,23,2017.22,0,0.0,0,9,Low
CUST00697,West,Branch Referral,2025-10-21,Verified,Not Activated,,46-60,Savings Account,2,141.85,0,0.0,0,6,High
CUST00698,South,Partner Network,2025-10-30,Verified,Activated,2025-11-08,26-35,Credit Card,14,869.13,0,0.0,0,27,Low
CUST00699,Midwest,Paid Media,2025-04-08,Verified,Activated,2025-04-13,26-35,Credit Card,11,2570.49,0,0.0,0,11,High
CUST00700,Midwest,Mobile App,2025-05-27,Verified,Activated,2025-06-01,60+,Checking Account,20,2133.8,0,0.0,0,28,Low
CUST00701,South,Website,2025-01-01,Verified,Activated,2025-01-06,26-35,Savings Account,20,3369.99,0,0.0,0,26,Low
CUST00702,Northeast,Website,2025-11-23,Dropped,Not Activated,,36-45,Savings Account,2,107.15,0,0.0,0,2,Low
CUST00703,West,Mobile App,2025-10-11,Verified,Activated,2025-10-21,36-45,Checking Account,8,3235.23,0,0.0,0,12,Low
CUST00704,West,Mobile App,2025-04-14,Verified,Activated,2025-04-21,46-60,Checking Account,10,1838.49,0,0.0,0,22,Medium
CUST00705,Northeast,Mobile App,2025-09-29,Verified,Activated,2025-10-01,46-60,Credit Card,15,4000.97,0,0.0,0,19,Medium
CUST00706,Northeast,Partner Network,2025-01-09,Verified,Not Activated,,26-35,Checking Account,0,29.91,0,0.0,0,2,High
CUST00707,South,Mobile App,2025-02-12,Verified,Activated,2025-02-14,36-45,Checking Account,25,2104.79,0,0.0,0,10,Low
CUST00708,Midwest,Mobile App,2025-07-26,Verified,Activated,2025-08-01,60+,Checking Account,16,3378.48,0,0.0,0,9,Low
CUST00709,South,Website,2025-09-14,Verified,Activated,2025-09-21,60+,Credit Card,5,2982.48,0,0.0,0,29,Low
CUST00710,South,Paid Media,2025-10-29,Verified,Activated,2025-11-05,36-45,Checking Account,8,535.17,0,0.0,0,28,Low
CUST00711,Northeast,Mobile App,2025-11-09,Dropped,Not Activated,,36-45,Credit Card,1,197.51,0,0.0,0,4,High
CUST00712,Northeast,Paid Media,2025-03-06,Verified,Activated,2025-03-07,46-60,Checking Account,11,4693.91,0,0.0,0,25,Low
CUST00713,Midwest,Paid Media,2025-01-04,Verified,Activated,2025-01-08,26-35,Savings Account,9,4715.32,0,0.0,0,25,High
CUST00714,Northeast,Partner Network,2025-07-03,Verified,Not Activated,,36-45,Credit Card,0,163.88,0,0.0,0,1,High
CUST00715,Midwest,Website,2025-08-27,Verified,Not Activated,,26-35,Checking Account,3,6.39,0,0.0,0,3,High
CUST00716,Midwest,Paid Media,2025-06-16,Dropped,Not Activated,,18-25,Savings Account,1,193.41,0,0.0,0,6,High
CUST00717,South,Mobile App,2025-01-24,Dropped,Not Activated,,26-35,Credit Card,2,39.88,0,0.0,0,4,Low
CUST00718,South,Mobile App,2025-12-02,Verified,Activated,2025-12-03,36-45,Checking Account,18,4736.95,0,0.0,0,13,Low
CUST00719,West,Website,2025-10-12,Verified,Activated,2025-10-18,60+,Checking Account,0,3125.74,0,0.0,0,10,Medium
CUST00720,West,Paid Media,2025-05-12,Verified,Activated,2025-05-14,46-60,Checking Account,12,1064.76,0,0.0,0,8,Medium
CUST00721,West,Mobile App,2025-10-24,Verified,Activated,2025-10-26,26-35,Savings Account,29,1775.33,0,0.0,0,29,Low
CUST00722,South,Branch Referral,2025-12-02,Verified,Not Activated,,46-60,Checking Account,2,36.4,0,0.0,0,3,High
CUST00723,Midwest,Mobile App,2025-04-20,Verified,Activated,2025-04-27,26-35,Credit Card,26,2330.66,0,0.0,0,15,High
CUST00724,West,Website,2025-08-18,Verified,Activated,2025-08-21,36-45,Credit Card,18,868.39,0,0.0,0,14,Low
CUST00725,West,Website,2025-07-15,Verified,Activated,2025-07-16,26-35,Savings Account,15,313.27,0,0.0,0,12,Medium
CUST00726,South,Branch Referral,2025-01-29,Verified,Activated,2025-02-01,26-35,Checking Account,8,4940.68,0,0.0,0,29,Medium
CUST00727,Northeast,Mobile App,2025-03-23,Verified,Activated,2025-03-30,46-60,Savings Account,3,3205.85,0,0.0,0,26,High
CUST00728,West,Branch Referral,2025-03-06,Verified,Activated,2025-03-15,36-45,Savings Account,9,4537.37,0,0.0,0,13,Low
CUST00729,Northeast,Branch Referral,2025-07-05,Verified,Activated,2025-07-06,26-35,Savings Account,16,170.87,0,0.0,0,12,Low
CUST00730,Midwest,Website,2025-01-21,Verified,Activated,2025-01-25,26-35,Checking Account,9,4748.99,0,0.0,0,12,Low
CUST00731,Northeast,Website,2025-05-06,Verified,Activated,2025-05-16,26-35,Checking Account,29,4626.02,0,0.0,0,17,Medium
CUST00732,South,Paid Media,2025-06-16,Dropped,Not Activated,,26-35,Savings Account,1,182.24,0,0.0,0,1,High
CUST00733,Northeast,Branch Referral,2025-09-02,Verified,Activated,2025-09-09,46-60,Credit Card,12,1357.09,1,2905.73,0,25,Low
CUST00734,Northeast,Paid Media,2025-03-12,Verified,Activated,2025-03-13,18-25,Checking Account,6,1453.91,0,0.0,0,10,Low
CUST00735,Midwest,Mobile App,2025-05-05,Verified,Activated,2025-05-10,18-25,Savings Account,14,3956.2,0,0.0,1,10,Low
CUST00736,Northeast,Website,2025-05-15,Verified,Not Activated,,46-60,Savings Account,0,187.68,0,0.0,0,6,Medium
CUST00737,Northeast,Website,2025-12-28,Verified,Activated,2026-01-07,36-45,Savings Account,22,1442.7,0,0.0,0,8,Medium
CUST00738,Northeast,Branch Referral,2025-10-14,Verified,Activated,2025-10-21,46-60,Savings Account,20,4297.31,0,0.0,0,19,Low
CUST00739,South,Paid Media,2025-09-21,Verified,Activated,2025-09-23,26-35,Savings Account,11,1045.86,0,0.0,0,25,Medium
CUST00740,Midwest,Website,2025-04-09,Verified,Activated,2025-04-19,60+,Credit Card,3,4845.65,0,0.0,0,9,Medium
CUST00741,Midwest,Paid Media,2025-09-04,Verified,Activated,2025-09-10,26-35,Credit Card,28,1335.8,0,0.0,0,13,Medium
CUST00742,Midwest,Paid Media,2025-08-13,Verified,Not Activated,,46-60,Credit Card,2,148.16,0,0.0,0,4,Medium
CUST00743,Northeast,Mobile App,2025-04-20,Verified,Activated,2025-04-25,26-35,Savings Account,23,3963.77,0,0.0,0,8,High
CUST00744,South,Partner Network,2025-05-20,Dropped,Not Activated,,26-35,Credit Card,3,193.95,0,0.0,0,0,High
CUST00745,South,Paid Media,2025-05-27,Dropped,Not Activated,,46-60,Credit Card,2,16.05,0,0.0,0,7,High
CUST00746,Northeast,Branch Referral,2025-11-06,Verified,Activated,2025-11-10,18-25,Checking Account,11,822.08,0,0.0,0,11,Low
CUST00747,South,Paid Media,2025-09-07,Verified,Activated,2025-09-16,26-35,Credit Card,21,2780.81,0,0.0,0,21,High
CUST00748,Northeast,Mobile App,2025-12-18,Verified,Activated,2025-12-21,46-60,Checking Account,15,542.63,0,0.0,0,18,Medium
CUST00749,West,Mobile App,2025-10-06,Verified,Not Activated,,18-25,Credit Card,2,172.6,0,0.0,0,1,High
CUST00750,South,Mobile App,2025-09-21,Verified,Activated,2025-09-30,18-25,Checking Account,23,276.7,0,0.0,0,23,Low
CUST00751,Midwest,Mobile App,2025-10-02,Verified,Activated,2025-10-03,26-35,Savings Account,5,4517.2,0,0.0,0,15,Low
CUST00752,Midwest,Paid Media,2025-12-12,Verified,Activated,2025-12-15,26-35,Checking Account,18,2087.47,0,0.0,0,23,Low
CUST00753,West,Paid Media,2025-07-15,Verified,Activated,2025-07-22,46-60,Checking Account,13,2402.01,0,0.0,0,26,Low
CUST00754,South,Mobile App,2025-05-19,Verified,Not Activated,,60+,Savings Account,3,4.45,0,0.0,0,1,Medium
CUST00755,Northeast,Paid Media,2025-02-20,Verified,Not Activated,,36-45,Credit Card,0,112.16,0,0.0,0,0,Medium
CUST00756,West,Website,2025-07-02,Verified,Activated,2025-07-09,36-45,Checking Account,18,1294.47,0,0.0,0,18,Low
CUST00757,Northeast,Website,2025-07-23,Verified,Not Activated,,46-60,Savings Account,3,206.86,0,0.0,0,3,Low
CUST00758,West,Paid Media,2025-01-31,Verified,Activated,2025-02-01,36-45,Checking Account,28,3024.75,0,0.0,0,26,High
CUST00759,Midwest,Paid Media,2025-01-26,Verified,Activated,2025-01-27,18-25,Savings Account,24,4196.99,0,0.0,0,28,Medium
